"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","25-39 25-39 years","2018","Employed persons by place of work",2854
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2008","Employed persons by place of residence",5432
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2008","Employed persons by place of work",5417
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2009","Employed persons by place of residence",5341
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2009","Employed persons by place of work",5340
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2010","Employed persons by place of residence",4950
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2010","Employed persons by place of work",4946
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2011","Employed persons by place of residence",4597
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2011","Employed persons by place of work",4574
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2012","Employed persons by place of residence",3829
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2012","Employed persons by place of work",3805
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2013","Employed persons by place of residence",3581
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2013","Employed persons by place of work",3582
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2014","Employed persons by place of residence",3556
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2014","Employed persons by place of work",3559
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2015","Employed persons by place of residence",3331
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2015","Employed persons by place of work",3341
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2016","Employed persons by place of residence",3254
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2016","Employed persons by place of work",3258
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2017","Employed persons by place of residence",3326
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2017","Employed persons by place of work",3331
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2018","Employed persons by place of residence",3322
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","40-54 40-54 years","2018","Employed persons by place of work",3308
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2008","Employed persons by place of residence",4768
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2008","Employed persons by place of work",4766
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2009","Employed persons by place of residence",4436
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2009","Employed persons by place of work",4447
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2010","Employed persons by place of residence",4108
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2010","Employed persons by place of work",4098
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2011","Employed persons by place of residence",3762
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2011","Employed persons by place of work",3763
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2012","Employed persons by place of residence",3287
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2012","Employed persons by place of work",3298
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2013","Employed persons by place of residence",3024
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2013","Employed persons by place of work",3049
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2014","Employed persons by place of residence",2930
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2014","Employed persons by place of work",2947
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2015","Employed persons by place of residence",2569
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2015","Employed persons by place of work",2585
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2016","Employed persons by place of residence",2459
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2016","Employed persons by place of work",2448
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2017","Employed persons by place of residence",2431
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2017","Employed persons by place of work",2433
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2018","Employed persons by place of residence",2626
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","55-66 55-66 years","2018","Employed persons by place of work",2591
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2008","Employed persons by place of residence",1692
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2008","Employed persons by place of work",1689
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2009","Employed persons by place of residence",1693
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2009","Employed persons by place of work",1705
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2010","Employed persons by place of residence",1702
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2010","Employed persons by place of work",1673
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2011","Employed persons by place of residence",1574
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2011","Employed persons by place of work",1556
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2012","Employed persons by place of residence",1941
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2012","Employed persons by place of work",1960
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2013","Employed persons by place of residence",2015
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2013","Employed persons by place of work",1986
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2014","Employed persons by place of residence",2066
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2014","Employed persons by place of work",2048
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2015","Employed persons by place of residence",1663
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2015","Employed persons by place of work",1636
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2016","Employed persons by place of residence",1320
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2016","Employed persons by place of work",1308
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2017","Employed persons by place of residence",1312
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2017","Employed persons by place of work",1295
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2018","Employed persons by place of residence",1589
"0 The whole country","01-03 Agriculture, forestry and fishing","2 Females","67-74 67-74 years","2018","Employed persons by place of work",1596
